temperature,relative humidity,wind speed,surface pressure
28.23999977,93.75,6.14,100.89
25.95000076,96.19,5.16,101.08
25.56999969,96.62,7.84,100.84
25.10000038,96.38,6.02,101.2
25.89999962,95.81,8.33,101.33
27.22999954,96.44,9.7,100.18
27.63999939,98.81,10.29,97.35
27.40999985,96.81,18.05,97.79
28.04999924,99.25,9.6,101.03
26.51000023,99.56,7.99,101.47
26.78000069,98.56,5.79,101.55
27.87000084,97.62,3.09,101.67
28.82999992,97.81,4.83,101.08
28.06999969,95.88,11.02,100.31
26.12999916,95.69,9.18,99.43
24.87999916,95,3.77,99.93
24.27000046,97.56,3.88,100.64
24.37999916,98,6.7,100.3
25.20999908,99.12,8.16,98.69
27.14999962,96.25,7.52,98.09
27.86000061,90.38,7.3,99.91
28.46999931,95.19,6.42,100.64
26.87999916,98.44,7.34,100.3
27.78000069,100,6.77,99.05
27.42000008,97.44,16.49,99.08
27.79999924,97.38,10,101.2
26.10000038,98.5,8.38,102.23
25.62999916,100,5.57,102.36
25.21999931,100,8.81,101.32
26.29999924,95.38,12.91,99.91
27.45999908,99.44,8.44,97.83
28.17000008,99.19,2.79,98.15
29.03000069,97.19,8.43,98.3
28.5,97.88,9.96,98.71
28.30999947,94.69,11.3,99.55
28.60000038,91.69,8.95,100.53
29.43000031,91.19,5.66,100.65
31.68000031,97.5,5.97,99.51
31.87999916,96.75,4.38,99.76
30.93000031,96.88,4.55,99.52
31.81999969,96.69,7.41,99.06
32.79000092,97.38,7.25,98.71
32.06999969,95.94,7.7,98.5
31.54999924,91.81,10.6,99.37
31.26000023,93.44,9.53,100.68
31.79000092,95.81,7.63,101.56
31.63999939,97.94,10.45,98.51
31,97.12,11.15,97.96
29.84000015,95.94,10.51,98.35
31.03000069,92,15.45,99.84
31.51000023,94.81,12.91,100.2
31.23999977,98.75,12.87,99.06
31.68000031,97.88,11.12,97.65
31.42000008,96.88,11.86,98.98
32.63000107,100,7.45,99.68
26.5,98.25,7.12,100.2
27.28000069,96.69,5.57,100.62
29.45999908,95.25,2.59,100.78
30.02000046,96,2.88,100.81
29.54000092,96.06,2.38,100.59
30.59000015,97.12,6.91,100.6
32.90999985,98.19,7.97,100.01
34.36000061,94.69,5.58,100.11
35.49000168,95.75,7.08,100.53
35.63999939,96.75,4.52,100.7
35.50999832,98.38,3.13,100.83
34.77000046,98.31,8.45,100.92
33.95999908,96.44,9.45,99.77
33.38000107,94.5,11.81,99.16
34.22999954,99.25,9.19,101.36
34.20999908,99.94,8.23,100.43
34.81999969,100,9.25,100.11
32.33000183,100,6.58,101.63
31.77000046,98.56,12.2,100.37
32.50999832,95.62,16.21,98.83
30.51000023,95.5,12.98,99.2
31.68000031,92.81,13.62,99.89
32.75999832,94.12,10.77,100.21
32.52000046,98.69,7.49,99.79
33.79999924,97.94,8.59,98.82
33.91999817,94.31,11.16,99.28
34.49000168,88.88,4.21,100.31
35,98.69,6.14,100.8
36.04999924,99.75,8.45,101.27
36.97000122,99.44,6.21,101.34
36.93999863,95,5.27,101.06
38.25,95.5,6.47,101.33
38.11999893,94.31,5.98,101.44
36.43999863,95.62,5.16,101.82
35.52000046,94.94,4.38,102.35
34.99000168,97.94,4.23,101.97
30.45999908,96.56,4.14,101.05
29.36000061,97.69,7.98,100.46
30.73999977,94.19,9.38,100.18
32.77000046,94,4.84,101.17
34.52999878,98.12,10.76,99.69
37.11999893,98.5,6.84,100.03
38.81000137,90.31,7,101.41
38.25999832,90.81,2.9,101.83
38.16999817,97.56,4.38,102.22
37.18000031,98.38,4.21,101.12
36.29999924,97,4.25,101.49
37.38999939,96.75,2.08,100.81
38,99.44,4.63,100.33
39.65000153,96.75,4.23,101.65
40.5,95.81,9.22,101.27
38.90999985,99.06,6.57,100.72
38.58000183,99,5.91,100.32
40.18999863,98.69,5.6,101.26
40.43000031,94.75,7.26,102.3
41.38000107,97.19,3.03,102.63
41.47000122,97.56,8.85,102.16
41.20999908,95.06,4.49,102.56
41.68000031,91.94,8.99,103.26
41.77999878,94.31,8.25,103.75
39.59000015,94.75,10.17,104.52
41.36000061,97.81,8.89,104.45
41.97000122,92.5,8.82,103.24
42.27999878,97.62,9.23,102.75
41.88999939,95.31,9.48,102.38
41.02000046,97.88,3.28,102.23
41.27000046,96,9.24,101.16
41.49000168,93.19,10.75,100.15
41.11999893,89.75,7.33,101.39
41.65000153,92,8.26,100.84
41.45000076,96.06,4.46,100.59
42.81000137,94.06,8.52,101.2
42.33000183,96.44,10.78,101.07
39.88999939,95.56,12.26,100.76
41.79999924,97.62,8.46,100.36
40.47000122,96.25,6.62,100.3
41.54999924,96.88,5.16,100.7
42.22999954,96.88,4.16,100.89
41.63000107,95.12,5.7,100.76
41.77000046,94.75,5.79,100.93
42.56000137,92.69,6.56,100.7
44.25,89.56,8.12,101.03
44.04999924,84,5.19,101.58
43.25,87,3.39,101.69
42.15000153,93.19,4.22,101.17
43.66999817,92.44,4.31,100.7
45.18999863,91.31,6.73,100.61
43.58000183,91.56,5.52,101.06
41.58000183,86.56,4.03,101.63
40.91999817,90.5,6.13,102.27
42.88999939,92.06,5.49,102.68
43.61999893,91.56,6.46,102.14
44.16999817,87.69,7.27,101.88
43.25999832,96.38,5.81,101.64
42.16999817,96.5,6.84,100.7
40.33000183,94.81,9.53,100.04
37.93000031,89.19,8.78,100.54
39.90999985,88.12,9.2,100.64
43.00999832,92.19,9.2,100.89
43.15000153,91.44,5.78,101.41
41.77999878,88.75,4.77,101.66
40.63000107,89.94,8.19,101.5
41.11999893,92.44,5.73,101.17
39.95000076,95.44,7.19,101.19
41.75999832,94.25,7.69,101.62
40.81000137,93.81,9.13,101.73
38.16999817,94,6.19,101.66
38.22000122,95.5,4.62,101.01
38.61000061,95.5,5.63,100.45
39.09999847,93.38,7.68,101.09
40.16999817,93.62,6.88,101.54
38.13000107,89.75,6.29,101.87
38.38999939,91.06,10.51,102.05
37.75,94,9.86,101.44
35.27999878,97.19,8.05,100.3
33.45999908,90.69,6.97,100.79
34.93000031,93.06,5.37,100.1
35.00999832,92.56,8.33,100.4
36.68999863,94.94,8.6,100.56
33.43999863,93.94,5.81,99.95
33.40999985,94.56,5.94,99.71
34.49000168,88.81,7.16,100.42
30.59000015,91.19,10.19,100.09
31.5,87.81,9.71,99.91
31.95000076,90.12,4.04,100.33
33.88999939,92.31,5.78,100.2
33.09000015,94.5,7.04,100.09
30.95999908,97.31,3.12,100.54
32.54999924,97.19,1.66,100.91
32.09999847,95.62,3.16,101.14
31.52000046,93,6.03,101.16
30.92000008,96.75,8.14,99.89
30.77000046,94.5,8.73,99.92
30.36000061,91.75,7.23,100.3
31.19000053,96.44,6.05,99.75
32.24000168,93,7.3,100.06
33.54999924,94.56,6.03,99.94
31.32999992,97,8.48,99.49
32.18999863,95.62,4.98,99.53
32.40000153,96.12,4.41,99.85
33.13999939,97,4.83,100.37
33.63999939,97.75,7.48,100.86
34.63000107,97.88,5.09,100.85
30.76000023,97.38,5.41,100.85
32.38000107,95.5,8.19,100.98
31.30999947,96.06,7.42,101.28
32.13000107,96.75,7.2,101.38
32.29999924,96.38,7.65,101.38
33.09999847,97.06,6.8,100.77
33.63999939,97.69,5.27,100.08
33.81000137,97,8.7,100.71
32.52999878,97.38,8.93,100.93
31.94000053,96.38,6.14,101.06
32.29000092,97.94,6.31,100.49
32.09000015,91.31,7.59,100.48
31.06999969,93.25,10.83,99.94
31.86000061,91.5,9.58,100.48
32.59999847,93.94,11.97,100.28
29.70999908,93.81,10.16,100.03
27.85000038,93.88,5.22,100.37
29.53000069,96.62,7.27,100.42
30.42000008,93.62,8.3,100.6
28.94000053,96.81,9.73,100.23
30.09000015,95.62,7.63,100.58
31.38999939,95.56,7.95,99.94
31.25,93.19,2.83,101.43
29.44000053,94.69,5.3,101.82
28.01000023,97.19,7.23,100.8
28.88999939,96.5,6.59,101.17
30.35000038,98.44,4.41,101.1
30.62999916,97.88,5.95,101.56
31.13999939,94.56,3.95,101.88
31.23999977,92,2.59,102.02
30.5,93.69,4.45,101.75
30.87000084,94.75,6.33,101.21
29.87999916,95.94,10.89,100.4
31.63999939,97.12,8.43,99.98
31.81999969,96.75,5.77,100.13
31.15999985,93,5.61,100.13
31.09000015,92.12,5.98,100.04
31.13999939,94.56,4.05,100.4
31.81999969,97.38,2.59,100.85
32.22000122,97.62,6.67,101.08
32.06000137,96.69,6.48,101.01
30.79000092,91.56,8.68,100.95
31.86000061,96.06,7.66,100.94
31.73999977,91.5,11.47,100.99
31.70000076,93.25,11.11,100.57
31.05999947,91.25,3,100.4
30.87999916,92.25,5.7,99.69
31.57999992,93.94,9.98,99.71
32.11000061,94.06,5.05,100.21
30.69000053,85.25,2.84,100.13
31.13999939,85.06,1.92,100.4
30.37000084,92.5,4.48,100.81
31.14999962,92.5,7.79,100.91
32.11000061,95.12,8.44,100.28
32.09999847,94.12,4.05,99.88
32.18000031,91.81,6.3,99.51
32.36999893,90.81,7.24,99.7
32.59999847,88.38,4.83,100.28
32.54000092,82.25,1.61,100.94
32.63000107,94.62,3.56,101.07
31.81999969,94.81,3.71,100.67
31.05999947,97.81,3.27,100.86
30.64999962,95.69,5.92,101.06
30.43000031,97.38,7.17,101.25
30.73999977,97.62,8.09,101.83
32.18999863,95.81,10.85,101.45
32.77000046,97.19,9.23,100.68
32.72999954,95.56,2.48,100.7
32.84000015,96.69,6.05,100.85
32.93000031,90.75,5.05,101.17
31.52000046,85.75,6.42,100.8
31.5,87.75,5.62,100.97
32.20000076,90.19,7.41,100.75
32.54999924,90.69,7.53,100.5
32.61000061,97.19,9.08,98.9
32.11000061,94.38,11.48,97.78
31.12000084,88.94,11.28,96.97
30.72999954,83.81,16.93,98.44
30.13999939,87.12,9.4,99.14
31.70000076,87.25,10.29,100.2
32.13000107,90.81,6.34,100.24
32.18000031,92.88,5.09,100.73
32.70999908,90.75,5.57,100.62
32.97999954,87.31,5.76,101.24
33.34999847,84.19,2.98,101.53
33.29000092,90,7.55,101.54
32.70999908,91,13.16,101.58
32.79999924,92.12,15.75,101.07
33.13000107,90.5,17.25,101.34
33.15000153,88.06,14.62,101.32
33.5,93.06,10.42,100.66
33.56999969,93.56,6.03,100.64
33.24000168,91.75,3.37,101.15
32.86000061,88.19,4.62,101.16
32.56999969,87.44,6.16,100.92
33.00999832,92.38,6.54,100.51
32.45999908,97.06,6.95,100.65
31.78000069,96.5,8.41,101.42
31.44000053,94.81,7.62,101.28
32.09000015,87.19,10.77,100.03
32.06000137,93.56,9.3,100.39
31.28000069,100,10.21,100.68
31.04000092,97.44,9.78,100.47
31.59000015,96.5,5.57,100.69
30.95000076,99.5,3.29,100.71
31.39999962,97.62,5.62,100.43
32.02000046,97.12,9.83,100.43
32.04999924,98.25,6.85,100.04
32.81000137,99.31,6.16,100.35
31.79999924,100,12.28,100.72
31.37000084,92.31,7.59,101.88
31.20000076,93.88,9.16,100.82
31.15999985,97.88,7.23,100.82
31.12999916,97.06,7.89,99.96
31.46999931,91.81,5.39,100.34
31.85000038,93.06,6.85,100.95
31.21999931,94.81,9.45,99.76
31.10000038,94.25,8.62,100.85
31.29999924,96.94,2.9,101.88
30.13999939,100,4.02,102.26
29.55999947,99.25,5.09,102.54
29.20999908,100,6.1,102.76
29.89999962,100,9.16,101.84
29.46999931,98.44,13.27,100.57
29.55999947,100,14.86,99.98
30.62000084,100,8.59,101.77
31.77000046,98.25,16.58,100.06
31.85000038,93.94,10.17,98.54
31.05999947,99.5,15.52,100.6
31.82999992,100,8.61,101.28
31.92000008,89.88,3.79,101.53
31.09000015,94.94,9.81,101.58
30.89999962,97.44,5.55,102.38
30.23999977,94.25,2.84,101.97
30.15999985,100,5.05,101.25
30.11000061,98.69,6.46,100.94
30.37999916,94.19,7.8,99.55
30.04000092,99.88,6.22,100.27
30.37999916,97.25,9.34,99.72
28.81999969,91.81,9.99,98.25
27.70000076,98.88,15.16,98.3
28.56999969,100,16.65,99.02
27.84000015,100,13.73,99.02
27.29999924,96.19,13.98,98.95
27.79000092,92.19,13.91,100.35
27.26000023,98.19,11.98,101.17
26.62999916,99,7.59,101.15
26.11000061,100,5.7,102.19
26.36000061,100,4.48,102.3
27.45999908,100,4.51,102.39
27.62999916,99.75,4.62,102.25
26.31999969,97.75,5.7,101.98
27.36000061,95.31,4.4,101.51
26.97999954,95.69,7.78,101.04
26.51000023,93.44,9.05,101.69
25.10000038,96.88,9.44,102.08
24.57999992,98.44,9.72,102.03
23.89999962,96.5,5.62,101.48
25.65999985,94.31,6.19,100.84
25.45000076,91.38,4.88,100.75
25.90999985,95.62,2.11,100.82
25.48999977,100,9.71,100.23
26.73999977,97.81,13.48,98.81
26.87999916,99.38,13.01,99.12
26.95999908,100,6.52,100.13
23.20000076,100,8.87,100.2
24.26000023,95.12,16.66,98.55
21.37000084,97.44,12.69,98.28
22.98999977,95.44,10.79,98.42
23.45999908,93.81,4.18,99.04
24.32999992,96.31,4.8,100.39
23.29999924,87.06,5.82,100.43
25.82999992,95.38,6.14,101.93
27.07999992,93.44,12.23,101.52
26.93000031,94.81,10.41,100.07
27.14999962,97.5,4.18,99.62
27.29999924,92,12.38,100.07
28.05999947,90.25,13.44,100.15
27.46999931,91.75,10.78,100.25
28.19000053,84.94,15.13,100.8
28.64999962,89.62,14.49,101.37
28.84000015,81.88,11.59,101.94
27.89999962,79.62,8.25,102.47
28.04999924,81.06,8.16,102.66
28.06999969,81.44,11.02,102.41
29.23999977,83.12,11.51,101.58
29.87999916,88.38,17.11,99.66
28.67000008,92.12,8.55,98.42
28.5,89.69,12.13,98.88
29.90999985,82.44,10.79,100.7
31.19000053,85.12,9.81,100.77
30.5,85.69,10.01,100.67
30.12999916,83.38,13.66,100.82
29.28000069,86.38,14.59,100.91
29.63999939,85.75,17.92,100.83
30.34000015,84.31,13.22,101.6
29.78000069,84.94,8.62,102.27
28.55999947,95.81,9.94,102.13
29,96,11.03,101.65
30.20999908,91.75,9.2,100.86
31.75,89.44,8.45,100.68
31.37999916,82.44,5.17,100.76
30.92000008,84.62,5.19,101.23
31.57999992,91,9.16,101.05
31.69000053,88.81,13.88,100.41
30.47999954,92.25,11.31,99.29
30.43000031,94.94,8.77,98.93
30.54999924,95,11.13,98.56
29.23999977,92.88,13.85,97.64
30.47999954,88.94,8.99,97.13
31.37999916,92.44,10.01,97.08
32.02999878,100,13.99,97.8
32.20999908,100,10.12,98.82
29.63999939,92.5,5.46,99.96
30.87999916,87.19,5.66,100.78
31.59000015,97.12,5.38,101.58
31.20999908,85.44,4.73,101.76
27.51000023,84.69,8.87,101.94
25.43000031,88.88,7.91,102.23
26.98999977,90.69,12.77,101.01
29.04000092,91.31,8.45,99.29
27.98999977,91.19,8.59,99.06
28.81999969,91.19,9.16,98.03
29.09000015,88.88,8.4,97.97
28.39999962,88.25,6.74,98.66
27.72999954,97.19,6.32,98.99
28.71999931,99.94,6.9,98.98
30.77000046,100,6.98,98.91
30.90999985,100,7.86,98.84
30.53000069,100,9.95,99.11
32.97000122,100,10.27,99.41
32.70999908,100,13.34,99.21
29.94000053,100,15.88,99.12
28.02000046,100,12.52,99.36
28.22999954,100,10.62,99.42
29.43000031,99.94,8.78,99.17
30.77000046,97.44,8.8,99.56
27.70999908,98.69,5.36,99.75
29.84000015,96.62,3.67,100.02
31.02000046,96.62,4.42,100.75
31.62000084,99.06,5.04,101.38
31.71999931,99.81,3.7,101.37
28.15999985,100,3.35,101.31
31.12999916,100,6.09,101.31
30.78000069,97.62,8.12,101.16
31.73999977,99.38,14.7,99.89
33.24000168,92.38,13.45,98.99
33.09999847,96.94,7.25,99.62
33.63000107,100,7.54,100.77
34.56999969,100,11.18,99.62
35.58000183,96.06,6.45,99.18
36.56999969,95.62,3.33,99.84
37.29000092,97.25,12.15,100.07
37.40999985,99.88,11.69,100.09
36.29999924,100,9.96,100.8
34.16999817,99.5,6.08,100.78
33.11999893,92.25,14.22,98.6
34.24000168,83.19,12.6,96.75
34.00999832,98.5,14.9,97.43
33.93999863,97.69,13.34,99.28
35.13999939,95.94,7.93,99.26
35.72000122,95.12,10.24,100.13
35.54999924,92.75,8.97,100.5
35.18999863,97.94,8.56,101.11
34.74000168,92.69,5.7,101.55
34.34999847,90.31,5.84,101.23
33.5,96.31,9.34,101.02
35.29000092,92.62,11.23,101.03
35.75999832,92.75,8.91,100.21
35.56000137,94.44,3.77,99.95
36.47000122,96.81,3.78,99.44
36.77999878,99.5,10,98.78
38.13999939,92.38,13.72,97.68
39.79000092,97.12,14.14,96.33
40.83000183,87.19,16.45,96.88
41.13000107,84.06,12.7,98.36
39.90000153,92.69,7.59,101.21
39.66999817,91.31,9.84,101.85
40.22000122,97.75,6.44,101.32
40.58000183,94.75,8.74,100.76
41.65000153,95.06,7.25,100.98
42.20000076,90.06,10.63,99.79
42.09000015,85.69,13.98,98.27
42.24000168,87.69,10.32,100.53
42.83000183,91.5,12.54,100.04
42.83000183,85.62,7.3,99.86
42.50999832,89.56,8.65,100.92
42.59000015,94.31,7.72,101.23
43.06999969,95.31,8.06,99.04
42.86999893,92.75,9.74,98.18
39.52999878,86.81,7.35,99.31
37.95000076,88.62,9.59,100.33
36.95999908,83.06,6.17,100.98
36.74000168,87.81,8.4,100.5
38.74000168,82.75,7.45,100.17
38.13999939,86.94,6.32,99.79
34.84999847,92.5,8.97,99.61
35.11999893,88.44,10.18,99.74
36.11999893,87.31,9.88,100.05
36.27000046,90.12,11.88,99.85
36.02000046,88.25,5.41,100.42
34.93000031,89.31,11.13,100.74
34.06000137,84.81,3.73,101.42
32.75,87.19,7.3,101.76
32.15999985,87.25,6.62,101.52
29.95000076,87.44,4.71,101.44
33.70000076,89.12,6.06,100.87
35.31000137,91.62,11.38,100.59
37.22999954,90.25,11.18,100.67
35.95000076,94.69,10,100.97
35.77999878,92.75,11.87,101.36
36.70999908,94.5,12.99,101.22
35.65999985,93.12,12.77,100.84
38.41999817,90.69,10.47,100.84
39.29999924,87.88,8.58,100.95
39.72000122,93.62,9.52,100.77
39.52000046,94,5.88,101.06
38.84999847,92.94,5.24,101.57
38.81000137,95.62,7.67,101.37
38.59999847,95.25,5.9,100.61
39.66999817,95.62,4.56,99.7
38.5,85.81,7.84,100.39
36.86000061,91,7.88,100.7
37.68000031,95.19,9.27,100.47
37.50999832,90.75,10.32,100.37
36.97999954,91.31,9.05,100.06
35.59999847,93.81,6.9,100.37
36.25999832,94.12,9.95,101.13
37.22000122,94,5.8,101.86
37.36999893,95.12,4.56,101.93
39.13000107,93.38,3.23,102.02
39.83000183,91.81,2.06,102.02
38.11999893,94.25,5.46,101.65
36.99000168,91.94,3.59,101.54
36.91999817,95.62,4.6,101.52
36.50999832,96.06,3.02,101.46
36.70000076,95,6.01,101.34
34.52000046,98.25,2.38,101.38
30.87999916,97.94,5.3,101.73
31.79000092,96.94,3.73,102.47
31.89999962,94.31,7.5,102.61
33.29999924,94.56,9.83,102.16
32.75,94.25,6.74,101.77
32.31000137,87.88,1.82,101.84
31.04000092,90.12,2.62,101.99
30.67000008,93.62,3.27,102.13
28.92000008,93.25,3.75,102.21
27.67000008,94.56,2.07,101.84
29.05999947,92.81,4.28,101.55
30.12000084,87.25,5.95,101.5
28.87000084,91.81,4.07,101.09
31.29000092,94.06,6.41,100.81
32.06999969,90.19,8.24,100.59
31.77000046,92.75,8.02,100.4
30.56999969,96.75,8.98,100.48
28.78000069,95.44,5.09,100.91
28.42000008,96.06,3.88,101.11
29.92000008,96.75,3.95,101.04
31.61000061,97.75,3.82,101.01
31.61000061,98.19,4.93,100.93
30.19000053,98,5.72,100.33
30.72999954,97.88,1.63,100.21
30.75,97.81,3.23,100.06
30.12999916,96.31,3.21,100.36
30.13999939,90.12,3.41,100.66
29.28000069,90.25,6.3,101.14
29.75,93.94,7.12,101.41
27.34000015,96.12,6.6,101.76
27.62000084,95.38,7.52,102.48
29.79999924,98.12,8.02,102.53
30.67000008,98.56,4.87,102.29
30.47999954,98.19,6.62,101.99
29.44000053,97.06,7.38,102.33
28.29000092,97.81,6.32,102.21
28.20000076,98.19,6.19,102.01
29.31999969,97,7.12,101.69
30.34000015,97.12,3.4,102.03
30.40999985,97.81,6.79,101.66
29.73999977,97.38,2.85,101.45
29.29000092,97,8.91,101.47
30.52000046,97.38,5.53,102.24
30.5,96.88,8.73,102.28
31.20999908,97.81,5.8,102.15
32.33000183,97.81,6.2,101.72
31.21999931,95.62,2.31,101.91
30.19000053,96.62,3.1,101.93
29.98999977,94.56,5.51,101.79
31.86000061,95.38,9.44,100.83
32.88000107,92.31,9.42,100.02
32.68999863,96.62,8.31,99.49
32.58000183,90.31,3.51,99.17
32.04000092,92.75,12.54,98.72
32.29000092,89.69,8.25,99.4
33.18000031,96.56,6.24,99.5
33.13999939,91.75,10.7,100.3
33.43999863,96.06,7.19,101.16
31.93000031,94,2.46,101.79
31.80999947,95.25,3.25,102.12
31.94000053,96.56,5.41,102.41
32.00999832,93.44,5.32,102.79
30.95000076,92.25,6.9,102.75
29.5,95.38,8.98,102.59
30.90999985,94.56,4.8,102.57
33.06999969,94.44,2.73,102.11
32.83000183,95.94,4.67,101.87
32.20000076,98.06,3.19,101.73
30.71999931,96.19,2.73,101.71
30.70000076,97.31,4.73,101.73
32.25,96.69,3.13,101.71
32.04000092,95.5,2.36,101.88
31.37999916,93.81,5.8,102.01
31.05999947,94.81,7.23,102.19
31.80999947,96.69,6.23,102.34
31.55999947,95.75,7.74,102.14
31.46999931,97,9.87,100.97
31.70000076,96.94,4.89,101.33
32.25,98.44,6.23,101.06
30.63999939,98.69,5.69,100.7
28.40999985,93.06,4.12,101.04
28.64999962,96.19,6.74,101.68
28.79999924,97.25,4.16,101.8
30.70000076,97.75,7.45,101.37
31.85000038,97.31,7.13,101.87
32.29999924,97.25,10.02,101.68
32.38999939,95.19,13.02,101.36
32.27000046,95.56,12.08,100.6
31.09000015,96.06,10.65,100.72
31,94.38,10.03,101.04
30.77000046,92.88,10.05,101.35
29.60000038,94.31,12.08,100.82
31.70999908,89.5,2.92,100.33
32.13999939,90.69,9.21,100.16
32.11999893,91.62,12.41,99.88
31.37999916,95.62,11.43,100.75
30.45999908,96,8.82,101.99
31.62999916,91.38,8.58,102.7
32.27999878,95.75,4.49,102.4
32.49000168,90.69,4.88,102.09
32.77000046,79.56,2.31,101.86
32.54999924,82.94,5.48,101.45
32.45999908,79.81,3.8,100.81
32.36999893,94.5,7.39,100.37
32.56000137,92.75,5.12,101.22
31.93000031,79.88,4.05,101.46
31.57999992,82.75,5.3,101.14
31.46999931,85.31,5.27,101.09
31.04999924,86.19,8.45,101.04
30.67000008,95,5.9,100.98
30.47999954,91.62,4.93,101.25
30.26000023,94.38,11.05,100.11
30.39999962,95.38,9.04,99.16
30.15999985,91.12,12.43,99.44
32.11000061,84.69,10.41,99.6
32.90000153,81.06,6.51,99.76
32.97999954,76.69,6.52,100.33
31.31999969,82.75,7.43,101.46
30.04000092,78.44,4.23,102.07
29.95999908,84.75,9.88,100.98
30.18000031,71.5,3.84,100.63
30.31999969,67.12,4.96,100.88
30.82999992,87.69,10.08,99.38
31.5,90.81,15.93,97.59
31.51000023,94.62,16.59,100.01
31.71999931,92.19,11.13,101.17
31.62000084,88.12,8.39,101.49
31.67000008,89.94,11.8,99.51
31.95000076,82.88,11.71,100.18
30.87999916,84.31,5.55,101.03
30.04000092,95.12,6.89,100.76
28.44000053,87.81,9.02,100.69
27.69000053,82.69,5.23,100.9
29.12999916,90.06,8.32,100.16
28.86000061,98.12,10.05,100.48
30.34000015,100,6.84,101.55
31.22999954,100,4.77,101.46
30.20999908,100,8.29,101.65
30.04000092,93.81,5.06,102.54
28.84000015,88.75,3,102.52
27.89999962,90.12,3.71,101.68
27.20999908,87.5,6.8,100.82
27.79999924,89.62,9.62,99.82
28.62000084,96.31,10.62,99.88
28.77000046,97.25,5.74,99.96
29.07999992,96.25,11.51,100.11
29.93000031,95.38,10.66,101.13
29.5,100,8.04,101.62
28.72999954,99.94,5.13,101.39
28.87000084,98,7.87,101.55
30.29999924,98.88,10.73,101.99
30.68000031,99.88,6.8,101.83
31.18000031,94,6.6,101.1
32.04000092,86.12,10.05,100.09
31.27000046,92.75,9.15,100.28
30.40999985,88.88,13.08,101.02
30.12999916,99,9.02,100.88
29.51000023,97.75,5.02,101.33
29.11000061,100,7.88,101.39
29.01000023,100,7.59,101.22
29.76000023,99.19,11.83,101.38
29.38999939,90.56,7.05,101.5
29.26000023,96.81,6.24,101.82
29.69000053,100,9.47,101.2
29.87000084,100,7.48,100.73
29.80999947,100,9.36,101.1
29.86000061,100,8.32,101.38
28.84000015,100,4.79,100.8
29.14999962,100,4.59,100.73
28.84000015,99.69,12.3,99.6
28.84000015,100,14.98,100.1
28.68000031,100,17.12,100.23
28.14999962,100,15.55,100.16
27.19000053,100,16.03,99.95
28.5,100,15.12,100.62
28.64999962,98.81,7.24,100.25
28.45999908,95,8.3,97.51
27.73999977,96.62,10.01,99.2
24.40999985,100,13.96,100.19
27.04999924,100,12.12,100.76
26.53000069,100,8.83,100.72
26.30999947,99.62,13.2,99.4
26.31999969,99.94,15.01,99.49
26.32999992,100,8.48,101.32
27.02000046,98.88,19.42,98.11
26.31999969,97.44,13.77,99.58
26.20999908,100,7.91,101.45
27.36000061,99.75,3.66,101.56
26.77000046,96.12,9.11,100.45
26.68000031,93.38,6.74,100.08
25.93000031,93.25,13.43,99.4
25.98999977,94.88,14.11,99.28
26.02000046,92.25,12.18,98.53
26.55999947,87.69,8.38,99.26
27.43000031,91.31,16.28,99.8
27.54000092,79.94,20.7,100.49
27.37000084,76.62,20.36,101.32
26.98999977,88,14.89,102.19
27.03000069,100,13.26,102.37
27.67000008,100,8.81,101.82
24.84000015,89.56,6.27,100.45
22.86000061,83.5,7.92,100.53
21.30999947,95.38,9.31,100.94
23.20999908,100,9.39,100.78
24.62999916,100,6.15,101.66
25.82999992,92.81,9.77,101.51
26.02000046,87.12,10.98,101.26
27.79999924,97.62,9.44,101.4
25.76000023,100,8.12,101.18
25.43000031,100,8.33,100.73
25.52000046,100,8.11,101.14
24.98999977,100,5.08,101.9
23.36000061,94.69,7.09,100.65
23.65999985,97.44,10.63,97.85
22.14999962,99.12,9.57,98.98
21.82999992,99.44,8.8,98.45
25.35000038,100,9.68,99.28
25.04999924,100,6.77,100.12
23.32999992,98.12,17.11,97.53
25.12000084,98.19,10.63,98.95
26.18000031,100,7.87,100.17
28.10000038,100,9.68,100.56
27.87000084,100,9.2,100.7
28.48999977,99.69,9.3,101.87
29.12999916,89.56,9.25,101.11
29.17000008,91.81,14.1,99.59
29.44000053,86.44,15.16,99.81
29.17000008,95,11.9,99.72
30.12000084,99.06,10.17,99.87
30.79999924,97.19,7.23,100.41
30.69000053,97.75,9.71,100.8
30.73999977,96.56,15.07,99.77
29.77000046,87.62,16.93,99.45
29.14999962,93.69,11.1,100.34
28.81999969,85.44,16.17,99.47
29.32999992,100,7.07,100.86
30.21999931,100,7.57,101.57
31.01000023,100,7.73,102.09
31.31999969,100,7.2,102.51
31.67000008,100,5.12,102.79
32.72000122,100,8.85,102.38
33.20999908,95.94,9.19,101.41
31.69000053,97.31,5.71,100.72
31.38999939,99.5,7.95,100.83
32.68999863,100,11.35,100.47
31.60000038,99.12,17.4,100.61
31.81999969,99.94,16.14,102.3
32.84999847,99.75,14.12,102.21
31.10000038,99.06,12.82,102.21
31.57999992,100,11.99,101.87
33.24000168,100,7.88,100.4
34.59999847,100,9.48,99.5
35.02000046,98.5,5.86,99.64
34.45999908,100,7,100.52
34.84999847,100,6.67,100.54
34.68000031,100,6.66,101.57
33,98.06,12.3,100.71
30.95999908,99.94,5.64,101.28
31.09000015,99.88,4.16,101.81
29.54000092,99.81,4.59,101.98
