maxtemp,10u,10v,msl,msnlwrf,r,ssr
33.4,-2.757677693,-1.736055146,100978.7827,-57.36870491,78.68586647,790411.4999
33.43,-2.363490025,-2.50912906,100989.9906,-61.2216635,79.53897501,828512.4376
33.46,-1.609503078,-2.656579728,100956.496,-70.01083356,80.04825321,857653.5564
34.21,-0.781027834,-1.380796719,100809.0023,-89.16424883,71.88373027,949064.797
34.62,-0.929779148,-1.091832147,100607.5228,-77.82965934,67.80689846,938812.8952
34.98,-2.166356436,-1.807517352,100641.2832,-40.38351775,82.68682779,503777.9176
30.9,-1.857324754,2.491425393,100723.9873,-54.27079876,74.86932061,804800.1339
32.88,-1.282422462,2.18060848,100743.9936,-55.25807933,80.07016491,804907.6352
34.27,-0.411753527,2.736127397,100736.3229,-61.42843936,79.32227116,812974.3666
34.71,-0.537406975,3.367540041,100715.8228,-69.45633745,80.25699356,907124.8228
34.99,-0.744042096,3.566084765,100786.6636,-69.61881103,79.78444402,918499.2863
35.37,-0.856072707,3.408876332,101000.7497,-65.99942018,79.62382254,891419.2979
34.83,-0.536863652,3.305867178,100900.2623,-73.64046274,78.93857502,934827.0782
36.05,0.226227273,4.416631332,100727.8406,-73.93708706,78.64484235,924719.8896
36.28,-0.077384428,4.644407245,100632.4221,-72.23561167,78.49329444,911023.812
36.77,-0.240248895,5.060370127,100638.4031,-74.72285446,75.08370781,942147.5025
36.04,-0.517807582,4.766374042,100598.8826,-71.58437775,77.13322435,942104.0886
37.23,-0.146399737,4.718690467,100450.2935,-69.64081864,77.82180207,946571.594
37.37,-0.064530194,4.081498953,100384.5271,-63.85549612,76.43774494,913423.9849
37.29,-0.412561886,4.499061813,100518.2919,-64.07270167,78.50917319,943164.6301
36.52,-0.915573232,3.885333144,100666.4661,-59.89517866,77.87021052,838975.2073
34.75,-0.97976489,4.494040827,100715.2805,-55.89027188,79.40036177,846977.8514
34.81,-1.028200173,2.885356989,100864.4155,-66.37154017,77.05238271,840920.5672
34.69,-1.08348663,2.295838524,100867.0747,-75.1167907,75.43501903,913058.0671
35.43,-0.785109385,2.868388794,100728.232,-73.72169953,78.91058209,911261.5552
35.63,-0.257144924,3.107006668,100671.2136,-78.16331387,75.41465176,946203.6089
36.94,-1.033871938,2.592381943,100657.289,-76.63847347,77.78545953,940983.5944
37.75,-0.763270439,3.403718506,100587.8128,-70.11407796,77.83980441,936344.5002
37.09,0.493939881,2.77057957,100520.8829,-59.13725568,74.10366582,883821.851
36.96,0.482490337,2.647054899,100331.5254,-67.86729224,65.04935395,897003.163
39.88,0.062117138,3.550558656,100364.8745,-74.80638769,69.05224582,959008.6663
40,0.581905246,4.861572774,100344.2111,-72.65538293,72.24223278,958063.8954
40.37,0.257594254,4.722732518,100407.3578,-61.92810782,73.90554347,951752.3293
40.19,-0.005877783,4.090509359,100525.124,-62.31065751,74.24083116,950187.3586
40.39,-0.658422298,4.620039149,100611.7712,-61.70927561,80.66655903,944663.4461
38.32,-0.397839151,4.692690813,100562.5779,-57.47568104,79.73656646,928707.774
38.82,-0.974768966,4.863330646,100654.197,-56.78445068,80.43209414,916620.081
37.81,-0.376079716,3.865312358,100725.957,-53.85715136,82.19757902,831551.4164
37.8,-0.952452956,3.219773588,100697.9748,-63.64029995,77.04171644,898942.3208
35.44,-0.856695541,3.407044778,100709.8292,-60.85327523,77.03853104,907974.4964
36.69,-0.680526279,2.954861326,100788.7572,-64.75273685,77.28467573,908346.6163
35.82,-0.521557837,2.738264211,100801.6853,-62.13057784,78.37577242,864380.6563
36.26,-0.642215362,0.643302639,100768.241,-56.00097973,74.90402218,827042.5642
36.14,-0.122347743,2.918556547,100731.8052,-52.80021191,77.81041184,787649.5437
35.89,0.777183585,3.665778174,100620.0218,-52.19557672,74.59354202,829637.0664
36.67,1.357678131,3.46280193,100508.418,-54.41451803,67.94927628,844135.2692
39.37,1.14184627,2.568719101,100473.3038,-64.72489244,60.21265899,900048.3437
40.09,0.995692307,1.849076053,100442.077,-67.42398241,58.59886682,925108.5481
40.46,1.081669904,1.817308055,100395.1299,-72.8912471,54.23269434,935327.3726
41.19,1.335905445,1.838707771,100441.5185,-68.33203557,53.88471331,906940.8303
41.21,1.575762796,0.623334484,100557.087,-57.51118028,61.23526953,855412.5679
39.88,2.848888514,2.007968674,100505.4032,-55.2953009,57.99894946,790767.081
39.14,1.781443788,3.184384585,100426.7661,-63.71780502,59.69522424,880414.8871
38.88,2.314390922,1.31055691,100429.8761,-62.67521837,55.80999918,895279.0076
39.24,0.917294733,2.09173598,100439.3172,-62.77664475,61.73137175,906554.2391
39.37,0.874610726,2.057304859,100364.6411,-62.7009577,59.19284775,850504.7206
39.61,0.156271087,2.449531214,100407.2878,-57.9071259,61.4223395,811490.0219
40.03,0.317757368,2.599255536,100450.5844,-49.76679763,71.69328185,774125.0545
38.73,1.000370188,1.901306937,100477.4677,-47.69396772,75.95761799,791937.1912
38.56,0.92297975,2.623413109,100434.5733,-44.8198694,73.05533075,773676.4433
35.74,1.134199989,3.446791617,100403.8618,-45.61960685,75.17289906,819959.8831
37.58,0.905593405,3.483538496,100456.8563,-49.62499206,73.14172271,856421.4262
36.85,1.19811336,2.339827412,100527.5301,-53.90537673,67.95950817,884803.834
38.48,0.769815591,2.519835541,100585.1123,-47.78228522,69.71915315,803208.2879
38.96,2.100666095,1.254294501,100537.9282,-48.92027008,69.65863051,835531.0315
38.67,2.246674288,0.288507364,100413.2957,-39.06153013,69.55360877,603303.4383
35.15,2.485657022,1.294830803,100275.5161,-36.78202005,68.7765155,524358.2125
36.54,2.134815951,0.894088772,100223.8,-35.51648673,69.47981363,539708.1562
35.85,2.788341097,0.784206025,100082.5602,-35.37362862,67.43536477,541548.0821
35.31,2.580314539,0.867678598,100011.0641,-28.032368,76.45671256,294245.5005
32.68,3.764706288,1.830844717,99867.97131,-35.66728671,65.67045905,581406.2525
34.47,3.071094485,4.831288967,100065.2114,-35.35009005,64.413818,493048.4619
33.79,2.858151513,5.721666582,100373.6962,-29.38382669,65.96404693,355907.8267
34.89,2.340099389,4.443957284,100536.4397,-45.20127087,66.65938156,764929.5596
37.22,2.094066705,3.576621467,100515.076,-49.12551498,66.98327901,815984.4028
38,2.299297136,3.161595415,100509.4415,-51.35440755,64.51160019,865317.1579
38.68,2.984454299,1.889801827,100528.0544,-47.92590881,59.48267105,842115.4854
37.57,3.118867178,1.291515058,100648.7456,-39.04526363,60.45523217,528757.496
35.52,2.432000535,1.102380735,100662.1567,-42.80942629,57.89098364,592929.5638
36.02,2.904519517,1.36213517,100635.0633,-52.68959975,55.85218162,743919.2595
37.78,2.158364377,1.483733551,100527.4816,-54.83974335,59.47239089,782078.0825
37.77,2.439289018,0.766153634,100446.7365,-51.75044887,55.00148626,744493.9779
37.71,3.610018174,0.193150739,100355.4998,-54.01244854,49.34175102,718989.2971
38.69,2.663920049,1.727351359,100245.3217,-54.83218421,55.4666032,730810.3042
37.56,2.812353336,1.624257995,100228.1848,-49.50768193,55.75898449,733086.4372
37.7,1.205097051,2.673749281,100274.55,-46.01172507,67.72374017,708412.8241
37.31,1.330326442,1.112243762,100448.9397,-38.31384546,72.54561818,566982.4738
35.17,0.879951196,1.562606185,100560.9259,-41.32142473,79.58916923,597467.3587
34.8,0.855037836,0.883509966,100590.9389,-46.63635848,76.133346,672019.5029
33.51,0.653650423,1.474270519,100448.392,-57.43099602,68.0067583,848865.326
36.74,0.873643345,1.907012124,100455.1146,-56.50801595,66.52882834,850492.3166
37.12,1.222311123,1.340430196,100405.582,-52.64003478,63.23333701,763104.105
37.36,2.699130065,0.637955342,100448.7816,-42.13494085,68.11380711,601974.1435
36.02,2.243970923,0.835110611,100444.9409,-38.34054165,68.26998833,384449.419
33.37,3.013661238,1.390576897,100226.1127,-42.54198597,60.72193719,630668.7184
32.06,3.512909076,1.806402938,100292.5111,-38.93101542,62.80084631,396402.7355
34.01,2.286376643,1.86686529,100322.9389,-45.64802538,64.06496823,661263.1719
35.39,1.39095337,-0.082424538,100295.7378,-40.56541544,64.63771315,479846.4767
35.3,4.516957251,-0.720426567,100268.2476,-25.8556239,77.71123001,182793.5387
30.96,3.681948876,-0.181896897,100202.9911,-21.94573258,86.4376868,190064.347
30.48,3.428508442,-0.784730974,100209.7137,-25.84605537,76.58176371,416575.7658
32.62,2.274065733,0.662797116,100228.1488,-22.01003308,79.47121283,316996.4945
33.22,2.460756913,0.31694909,100238.9295,-30.58563363,69.08409984,469538.7568
34.7,3.662428993,0.370548377,100292.3172,-34.14857017,58.85254064,562854.0108
35,3.741674682,0.33789618,100338.4401,-37.61333363,55.25313301,686422.6083
35.73,3.396425865,0.948098579,100254.8275,-33.53360097,58.8965571,615025.2135
36.57,3.528585941,2.337974805,100268.4702,-28.58389787,66.93665631,400066.0486
32.91,3.99159014,2.968534828,100283.1078,-37.33383697,58.44321649,604587.2517
34.3,3.515956987,2.012652822,100435.1048,-40.05971882,54.42444588,636033.4462
35.25,2.820344164,1.696099144,100508.4952,-42.93630495,57.08623528,705706.6857
36.36,2.599277847,0.57239832,100421.7349,-46.33150523,60.25020812,704110.7051
36.8,2.996791713,0.90686755,100433.5139,-51.48731439,56.72879458,768187.6756
37.02,3.468330064,1.316630513,100429.2692,-44.96655491,52.76663724,536493.4541
36.15,3.893049849,1.264557523,100371.9383,-50.66815283,50.98638368,668219.7457
36.88,2.99810364,1.16622199,100356.8232,-52.96297255,55.47804169,773169.9468
37.04,0.212869471,2.262502126,100518.8431,-51.38473978,68.08528328,796826.4325
36.79,-0.281316184,2.640486566,100648.5122,-51.58213849,76.23706462,787860.4115
36.3,0.441542314,2.116335652,100753.4203,-51.70117095,75.47034803,759289.8765
34.66,0.666888959,2.247165489,100603.4792,-49.92448695,73.43844772,808219.5019
36.2,0.321242588,2.544235216,100584.2863,-53.94135439,72.36969712,769895.2922
36.25,1.225040992,3.134427356,100651.5898,-47.77625705,70.8926359,658189.0485
32.44,0.256149809,2.600929198,100559.6565,-59.78858528,69.00234119,766641.3109
36.14,0.649953174,1.967685,100395.6596,-54.50216573,67.65636409,779249.9717
36.78,0.011415799,0.949793294,100414.1361,-53.24084256,67.5548656,779820.5555
37,-0.265241766,1.30290438,100528.6002,-52.31240843,74.46675337,806166.6408
35.69,0.840699402,0.13790937,100631.2441,-52.63984341,74.55695816,819298.3367
34.87,1.149545559,2.968113781,100572.4302,-48.70612646,75.30987134,766327.0763
35.46,0.803236599,1.742203793,100549.9837,-49.4481657,77.87778792,836463.3984
35.59,0.065191553,1.687341366,100580.9574,-51.35679969,77.70263908,814754.3399
34.8,0.194277213,2.45083646,100587.5237,-52.18045845,79.47184025,759502.8118
34.77,0.06858401,2.791158243,100615.5293,-52.5658787,80.27118308,776126.2324
34.62,0.794556678,3.746471836,100536.6498,-49.11451117,76.67998027,718594.4365
34.74,1.52344474,3.307393473,100479.3189,-47.70956442,78.49816907,791399.6848
35.44,2.542175895,2.874809761,100489.5717,-43.680832,74.48099115,666135.8746
34.2,3.53710684,1.309199033,100454.6963,-37.95550414,63.23179257,524254.8459
33.45,4.479971512,0.422274003,100279.6405,-36.73532564,65.88011642,485996.7908
31.46,3.492739856,0.927298856,100267.6748,-41.25568895,58.71653363,542559.0077
32.5,2.736261573,2.072409921,100410.1732,-45.43818759,62.53389998,710329.2412
34.39,0.587139702,1.75368785,100692.6492,-50.69073455,67.23014766,765655.1934
34.93,0.415502552,1.42937638,100899.6123,-49.25172384,78.1685765,825888.9926
35.22,0.77625596,2.003673995,100868.1808,-47.6532058,81.34490484,762275.1047
34.13,1.738574256,2.667865149,100800.6888,-41.63661199,78.09540878,559380.8922
33.06,1.909787349,1.631500004,100726.8153,-40.5345091,77.27381641,590213.0889
35.13,2.374037217,2.112230444,100523.28,-46.29571894,74.62723006,687844.933
34.28,2.934203521,1.750898414,100564.4345,-47.12119572,68.05362232,712756.2896
33.16,2.426156496,1.258378657,100562.7449,-43.2970384,67.45573203,670045.2003
33.08,3.460630775,0.556124853,100488.8947,-38.05827012,63.54796785,599472.6711
33.41,3.951927541,0.209971568,100256.6015,-34.06446282,66.55257406,534971.8975
31.53,4.470920542,1.324714616,100108.912,-27.09053793,69.66751102,201002.6032
29.14,4.200279288,2.90555672,100077.1053,-34.44098434,62.96793512,525997.6071
31.5,2.876478735,3.479159607,100033.261,-29.98645249,67.4541876,541047.7877
33.73,2.872145401,4.087088352,100212.926,-29.14844094,76.06374979,416085.8081
33.86,3.136545063,2.624244677,100489.9541,-31.83767532,67.68908686,464655.7176
32.59,3.603007979,2.686791212,100521.2528,-38.27375334,62.11728802,426501.0291
34.13,3.086029249,1.843876123,100531.7443,-40.62636696,60.69215851,669588.3199
34.39,2.304624354,1.498985979,100536.0214,-40.58617915,64.76363305,644050.5616
35.27,2.128123798,0.414821471,100601.549,-40.77429638,65.6312207,647908.2041
34.19,2.673063799,1.147938023,100624.5988,-41.46064679,63.98272694,645394.3277
33.85,2.75655006,0.627123907,100598.7694,-47.97499535,55.01282822,680944.1772
36.31,3.05653077,0.394137536,100506.8882,-51.60481589,53.14285251,801498.604
35.83,1.57890347,1.687930831,100597.7531,-38.91656695,67.99469238,552703.4083
35.73,0.92083296,1.69638335,100715.3793,-51.07194465,68.56290052,796541.1407
35.9,1.273317253,1.762308788,100649.6775,-49.08350915,74.0573327,768857.4914
35.31,1.171079713,3.375897824,100581.1028,-51.7274844,71.08293953,824406.7152
34.9,0.851618875,2.928303785,100720.556,-49.1520198,77.44317361,805852.4062
34.9,0.848782992,3.389255541,100807.661,-43.64437592,75.69506365,690943.8645
34.77,1.277862616,1.934359128,100829.4646,-54.66435226,70.59451124,752019.0682
34.61,0.951457841,0.795953237,100693.8468,-52.37058507,67.92248994,794180.247
35.64,1.062521071,0.171603658,100579.3772,-50.29526735,65.08004964,704914.8974
34.79,0.844939974,0.979413952,100620.4671,-53.27069636,69.90009363,778096.4002
35.04,0.872516943,1.760782493,100637.1426,-56.61250426,69.07845299,782487.4144
35.08,0.852493493,3.513685463,100543.2324,-52.36015538,71.02647105,732302.9183
35.02,0.391901119,3.678756948,100514.2195,-50.83512362,75.41257642,795106.412
35.76,0.75527838,1.890864971,100598.6096,-45.07955921,77.06464168,768832.6833
36.08,0.111519801,1.709520017,100675.1998,-47.51561039,79.79906791,787360.1171
34.11,0.819125492,0.616534574,100615.6083,-44.21647812,84.84122128,796253.7814
34.17,0.040529976,0.593461197,100590.5744,-50.76871804,78.49565936,746232.6045
32.16,-0.832285748,0.696070357,100636.5142,-45.9323063,79.19273148,696250.7069
32.79,-1.288664054,0.566377347,100774.1861,-36.04553056,84.65082112,595288.3902
31.7,-2.223087338,-0.423262104,100849.0651,-43.62657846,78.60203248,708204.0235
32.26,-2.354359543,0.388506032,100853.1195,-37.57582501,85.05078212,644085.7063
32.12,-2.008116843,0.006321649,100857.5959,-41.58111454,85.28399215,620451.9613
32.07,-1.499672264,0.037731757,100833.3215,-33.42164921,88.58903968,564177.1036
31.97,-1.055710883,1.337219713,100883.9243,-35.87788997,83.86199978,600338.8835
30.65,-0.036621936,2.759463929,100900.9949,-36.16159679,84.87143434,518369.1503
30.97,0.217110043,2.345185236,100805.395,-40.17789012,80.66781388,640275.6125
33.13,1.427409037,-0.162497156,100788.0013,-42.67738062,83.49312058,703715.8446
34.09,1.440621069,0.379295629,100760.1663,-39.98470157,84.80526485,659468.7273
31.63,0.565261001,1.972590198,100826.8754,-47.28462616,82.18367908,731143.1447
32.12,0.886139781,1.52705929,100865.0798,-45.63826548,81.4270496,730655.2543
32.1,1.077853389,1.642141968,100836.3255,-38.3636018,81.21686134,467132.3819
32.23,0.20819159,1.127433033,100802.7321,-39.80538738,79.26010756,569696.8813
32.86,0.509417969,0.043773781,100877.1066,-35.12877003,88.31340589,387974.2209
31.28,-0.341996118,-1.353997076,100892.9866,-40.81792886,79.0042136,666921.461
31.5,-0.151713703,-1.369154769,100893.7713,-37.23767328,82.09820413,501923.5203
30.7,0.664530141,-0.665943082,100763.6766,-40.37012182,86.70328175,619070.9832
31.38,1.010998122,-0.217117481,100687.4833,-40.71497151,85.5312469,663152.7138
31.01,1.306181686,0.930193555,100786.4553,-45.52306042,82.60492435,712785.2322
32.42,1.852433613,0.249023679,100873.9625,-46.301173,78.15067068,708142.0035
33.52,1.261085853,0.814668777,100786.2685,-45.31446654,79.48115514,751864.0183
33.9,2.292313444,-0.130718632,100633.4348,-45.18318636,78.00742412,685430.2888
31.35,1.28411746,-1.771202046,100608.8785,-59.33848179,67.80134814,815105.7864
32.46,1.560430478,-2.088934676,100632.7111,-55.22640751,65.87924767,784372.8216
34.3,2.967863061,-2.043472104,100595.6002,-42.34669235,56.52584586,462542.9038
30.81,3.261217878,-1.005843818,100438.7067,-35.48912074,56.48158808,453490.0548
31.34,3.370346348,-1.469658694,100448.0832,-33.22425051,67.29255258,521410.1964
32.06,1.718603813,-0.351357798,100591.307,-28.36918014,79.59414038,461689.0954
32.31,0.286496402,0.96538256,100785.4982,-29.97401341,80.65096986,428905.3368
32.2,0.244315963,0.218255668,100855.768,-35.09279237,83.25696647,509022.7401
31.56,0.263584061,-0.183717926,100787.5488,-45.65204416,81.70934378,612385.2298
33.14,-0.426966579,-1.362902221,100817.1578,-60.77548311,79.20108109,804122.0489
32.55,-0.399707653,-1.245914305,100960.545,-79.94880092,72.4648248,821481.4398
32.78,0.217997913,-1.057695758,100982.2086,-90.30261644,62.77550788,850492.3166
32.79,-0.087813585,-0.327905479,100860.6017,-82.31481047,57.67109438,849363.5531
33.27,0.93817955,1.23717894,100880.7677,-74.46278191,64.32810173,807103.1424
33.14,1.004690271,1.167043032,101003.5921,-79.10581373,68.2866393,787322.9051
33.65,0.301073368,0.650007813,101048.3557,-76.95174703,67.23608409,846682.2228
33.87,-0.783360149,-0.617596358,100991.4217,-65.77609077,68.02167177,802557.0782
33.52,-1.075986118,-0.505397852,100932.9776,-67.80567093,71.70303111,725418.7011
32.41,-1.589545886,-1.757781172,100992.4954,-50.87406752,82.90189068,643186.4166
31.67,-1.572570347,-2.038461645,101066.1337,-43.07265646,85.43346472,557859.3355
30.84,-2.149659184,-2.660790198,101236.6951,-43.0015623,84.3724363,656146.524
31.83,-2.037443048,-2.074755898,101317.8245,-45.84590251,81.89298702,600493.9334
31.61,-1.662298199,-1.791928086,101093.2522,-58.73681284,74.55695816,716615.9993
31.66,-1.868363493,-1.886189988,101002.8128,-61.61961852,76.46163545,730454.723
31.72,-2.508676608,-1.662035079,101072.3123,-61.17965767,74.47090405,717325.0944
31.78,-2.296038427,-2.271679591,101107.0656,-57.96099671,73.19572975,682139.0954
31.58,-2.397242328,-3.058900686,101075.1744,-48.8006635,79.72869948,630703.8631
31.62,-2.420472711,-2.836861538,101177.707,-52.4554579,72.75049744,703064.6348
31.84,-2.229236167,-2.627938004,101204.2258,-39.18888722,83.45180689,489651.8347
30.67,-2.304797859,-2.244322061,101043.0606,-49.85033087,84.09805736,606536.7463
30.83,-2.365716325,-2.941344357,100934.195,-61.05469271,69.3484882,631441.9008
30.53,-2.866779658,-2.906365875,101052.9398,-60.60956486,75.64511076,746193.3252
30.94,-2.530025237,-3.242350874,101093.36,-63.98447986,65.36697713,619302.5244
30.58,-2.920634922,-3.660082153,101117.5966,-51.92698818,67.66379669,530026.8382
31.02,-2.814713385,-3.786722571,101032.9102,-56.90941564,68.42139145,647627.0469
30.4,-2.78872663,-3.446611311,101016.048,-38.32705003,82.28102689,548473.646
30.11,-2.293865134,-2.766967732,101012.5628,-40.8695989,82.23146011,505905.2027
28.39,-1.761289051,-2.841061482,100978.1309,-49.6409715,77.73951252,664250.4674
29.78,-3.026105898,-2.821145957,100958.5394,-41.98691575,81.9796203,600287.2001
30.23,-3.321077433,-1.212030546,101194.7523,-31.77969005,89.66903572,530888.9158
30.09,-2.754351494,-1.03168558,101375.7389,-35.45505679,89.20917952,494906.9939
29.31,-1.514156468,-2.984838514,101290.9951,-66.38866783,77.33829667,665406.1062
30.16,-1.341300153,-2.641274669,101236.7257,-76.96016734,67.50954602,737979.8133
30.27,-1.245052422,-3.138141735,101232.7575,-71.92922745,68.34513486,729989.5732
30.18,-0.527256106,-4.997285396,101018.3786,-55.39615317,73.06261856,604705.0897
30.17,1.348534398,-7.306307275,100683.0805,-21.97300288,82.86352107,327934.7507
28.36,-7.318333328,-1.761960064,100672.6896,-18.36710365,85.91465346,289625.0124
26.98,-1.948828346,1.976021731,101038.5645,-35.59600118,82.83905139,507412.2881
29.27,-1.532351172,-1.02161203,101140.2693,-40.95676818,89.59731592,545564.9091
29.69,-1.868602025,-2.635937898,101295.405,-40.4449477,89.40213765,504846.7285
29.76,-2.318712235,-3.030985268,101335.5612,-34.11680266,90.25442572,483427.0966
30.03,-2.426422763,-2.63882207,101299.1218,-29.9981261,84.02778547,287896.7224
29.06,-2.038635709,-3.098363318,101297.8631,-66.59381704,68.40295473,661190.8153
29.24,-2.099978233,-2.914797342,101347.6867,-75.04368715,63.93692472,700918.7437
29.25,-2.336999702,-2.832293177,101349.1088,-72.49089995,60.7013286,722328.039
29.16,-2.427761194,-3.037300973,101334.9166,-58.05926548,59.30071704,632533.4523
28.99,-2.073315637,-3.215161762,101294.3366,-68.64310838,61.97988136,662577.9954
28.94,-1.969673408,-2.734883948,101401.5269,-67.15300174,62.65890287,650132.6539
29.17,-1.667824194,-2.810925041,101429.5953,-82.27864144,61.56037358,716254.2161
29.36,-1.219595738,-2.749167969,101399.7493,-84.42868936,62.96870734,711999.6459
29.61,-0.858921841,-2.401141025,101295.0602,-93.67255579,61.88798734,769734.0404
29.28,-1.287352127,-2.010062023,101301.7972,-83.17042812,67.71312216,745169.9957
29.56,-2.170000677,-2.962365129,101400.0438,-67.08621342,62.4091384,656572.3945
29.13,-2.404398293,-3.794027737,101503.2623,-70.63049134,62.27255223,670214.7216
28.99,-2.503534914,-3.611040701,101430.2094,-63.17747033,59.75347848,680311.5735
28.93,-1.409825146,-4.137686318,101293.789,-65.04027107,67.7252846,655569.7382
27.85,-1.654691673,-3.252782314,101210.0865,-60.76199148,66.13842355,547260.1218
29,-3.018724652,-2.735989197,101299.2008,-47.20367642,62.03055821,426381.1239
29.1,-2.552381002,-3.267455803,101328.474,-56.35090075,61.96882898,555386.8058
29.3,-2.104907898,-3.947783584,101282.6798,-60.36595017,63.43705794,625593.4171
29.26,-1.808611184,-4.188759322,101205.3283,-50.38923028,70.71951414,493242.7912
29.26,-1.50519826,-4.997759074,101198.1316,-69.83812166,69.65028089,657409.6642
28.96,-2.055982299,-5.760654176,101142.4904,-65.6979159,68.27027791,629457.2616
29.3,-3.236464771,-6.233342618,101135.8809,-35.54988088,72.49276946,525166.5394
28.86,-3.999237653,-5.418342946,101139.8348,-34.81626195,73.32826177,407543.5902
28.39,-4.311264238,-3.497115902,101182.7382,-21.85511863,81.93376982,334502.666
26.93,-3.759897121,-0.689584873,101154.8888,-27.17187041,86.18048973,455303.1054
27.05,-2.927327075,-1.123821194,101176.7841,-38.30475536,84.17667887,550896.5597
27.7,-2.689126196,-0.746468325,101123.6387,-38.08735844,81.81378635,512650.9086
29.06,-2.214447172,-0.66663781,101077.9988,-43.82847437,77.18853451,416406.2446
28.86,-1.995607155,-1.297860982,101170.6953,-48.63110921,73.61509274,492986.442
29.37,-2.000748849,-2.925997193,101250.8389,-60.85968614,70.80836754,626889.6346
29.47,-2.241427811,-3.134162841,101301.1742,-48.28520698,75.31769006,541227.6456
29.35,-2.223749927,-3.125573482,101313.9173,-53.8822209,79.43544945,639132.3776
28.93,-2.140714227,-2.657253403,101339.2026,-57.48304881,77.23954921,607376.0833
29.36,-2.279447189,-2.427340676,101216.249,-63.43266293,72.77129908,637007.1598
29.13,-1.979903787,-2.372341408,101169.0595,-62.42729784,70.11954851,666259.9146
28.83,-2.011933358,-2.139502404,101270.4501,-36.05356812,70.43987446,431394.4051
27.67,-2.029757011,-2.432382714,101232.2708,-50.11279555,73.05673039,574154.0502
29.75,-2.673528843,-1.728381564,101200.1678,-58.9883694,73.46841946,669176.9207
29.08,-2.957554402,-0.822604154,101283.5883,-59.49990283,75.00605157,629740.4861
29.7,-2.069313597,-1.107589832,101308.0458,-80.34302421,72.26322747,730545.6856
29.55,-1.853110686,-0.941107838,101335.9885,-76.41715346,73.88749286,759953.4902
29.73,-1.927850767,-0.742278908,101432.5526,-65.60203927,75.81108951,661321.0572
29.8,-2.268487961,-1.420764608,101431.285,-65.15547613,76.08797815,663810.1255
29.48,-3.002491213,-3.316823566,101412.3129,-60.62458744,65.21176118,687131.7033
28.85,-2.547517596,-3.854205883,101408.799,-62.07699409,71.03757169,658573.5723
29.62,-2.371030292,-3.748870444,101358.0777,-73.94895203,73.72460299,750749.7261
29.63,-2.148095473,-3.631945685,101275.4328,-79.27756878,69.0638291,774433.087
29.17,-1.42631037,-3.184530592,101165.8598,-76.73339325,68.50841084,758770.9761
28.61,-1.628333868,-2.723884095,101028.9761,-63.17038962,73.37739418,705344.9026
28.88,-1.843185097,-2.583633331,101035.1259,-51.74824811,76.2046797,682170.1054
30.08,-1.770459288,-2.64831668,101080.588,-51.24963219,80.984327,603344.7849
30.42,-1.987881363,-2.398056856,101087.6464,-67.6604207,78.72047151,713512.9333
31.09,-2.231064914,-2.002483176,101122.1968,-77.31276754,71.12584593,733090.5719
29.72,-1.750303319,-2.209522524,101221.2604,-74.11228678,63.37161241,699730.0276
29.45,-2.128615345,-2.807967186,101194.3627,-80.23365595,61.79826519,785786.8771
29.45,-2.062687703,-2.418256586,101267.1391,-68.26027163,63.77553103,528927.0173
28.5,-1.999622447,-2.617138148,101157.4619,-71.16068339,68.18596129,730806.1695
29.23,-2.067643872,-1.688339992,101042.4375,-77.31066246,75.15967482,814039.0428
30.46,-2.032221844,-0.622248927,101008.4904,-69.56809784,76.95431095,737006.0996
30.31,-1.417577441,0.985477029,100994.2479,-61.89490503,79.93237215,662230.6835
30.85,-1.544781349,1.296209733,100956.5499,-64.78268634,80.87090738,712890.6662
31.51,-1.944084206,1.063286519,101009.8892,-70.22047998,78.02460599,692732.1071
31.5,-1.800421579,0.596566419,101121.0243,-84.41500637,73.67962126,789940.1481
31.01,-0.89635814,0.013974178,101110.7501,-93.44635584,70.91937397,833999.138
31.98,-0.919349991,-0.005762401,101129.934,-91.6535967,71.54559503,843845.8427
32.31,-1.204541708,-0.466945733,101166.0501,-94.94583963,74.70657553,840819.268
31.68,-0.843523264,0.09389943,101196.1385,-102.3924497,68.93255193,865862.9337
32,-0.074972603,1.882349295,101067.7335,-95.97292528,68.81425769,770563.0405
32.76,-0.855052319,1.666952163,101020.483,-100.4035358,68.13634624,862722.6556
32.86,-1.502627413,0.835289556,101161.1374,-85.42142399,73.38506811,841813.6548
31.74,-1.819755937,-0.320105583,101211.4045,-85.4194146,69.73088122,793723.3665
31.05,-2.511419728,-0.833793478,101204.0911,-76.63234962,63.92823727,802377.2203
30.96,-2.038132141,-0.32030558,101265.5626,-82.37480514,63.76177588,817454.2762
30.99,-1.661145294,-0.247232869,101280.6903,-85.29674609,69.48430215,855234.7773
31.85,-2.15674889,-0.031983104,101283.6997,-61.76745225,79.79771652,715753.9217
32.26,-2.111441029,1.121864686,101247.14,-54.67430352,83.5878139,689540.1457
32.69,-1.543257393,1.745751114,101240.4263,-61.58545888,82.37031467,707327.4744
32.98,-0.922715945,2.617202665,101140.9139,-69.92404703,83.19407891,800394.6484
33.29,-0.139535311,3.700998757,100965.9641,-83.09751595,79.51769074,853148.8388
33.89,-0.343546578,2.900419946,101019.1705,-79.42999541,75.79506597,861327.2062
34.65,-0.930600759,2.430952514,101101.4364,-87.78523279,76.42394153,870437.9405
34.12,-0.031029676,2.964587513,101022.6575,-89.30289678,77.36044969,872416.3777
